"","grid_id","times_sampled","mean_count","hotpvalue_3xmean"
"17009",17009,14,5.1473,0
"17010",17010,14,12.0553142857143,0
"17011",17011,14,3.10000714285714,0
"17012",17012,14,1.09076428571429,0
"17013",17013,14,1.07167142857143,0
"17014",17014,14,1.24389285714286,0
"17015",17015,14,4.65038571428571,0
"17016",17016,14,3.80845714285714,0
"17017",17017,14,0.440185714285714,0
"17018",17018,14,1.99043571428571,0
"17019",17019,14,1.51197857142857,0
"17020",17020,14,1.30148571428571,0
"17021",17021,14,0.133985714285714,0
"17022",17022,14,0.267971428571429,0
"17023",17023,14,0.191407142857143,0
"17024",17024,14,0.11485,0
"17025",17025,14,0.153135714285714,0
"17026",17026,14,12.99675,0
"17027",17027,14,8.38400714285714,0
"17028",17028,14,0.861378571428571,0
"17029",17029,14,0.937978571428571,0
"17035",17035,27,27.0727111111111,0.4268
"17036",17036,27,13.2927037037037,0
"17037",17037,27,3.62195185185185,0
"17038",17038,27,1.02691111111111,0
"17039",17039,27,0.855085185185185,0
"17103",17103,13,4.19463076923077,0
"17104",17104,13,1.42093076923077,0
"17105",17105,13,1.2562,0
"17106",17106,13,0.473653846153846,0
"17107",17107,13,1.1327,0
"17108",17108,13,0.185346153846154,0
"17109",17109,13,0.247130769230769,0
"17110",17110,13,0.865015384615385,0
"17111",17111,13,1.13275384615385,0
"17112",17112,13,1.66832307692308,0
"17113",17113,13,1.31820769230769,0
"17114",17114,13,3.58385384615385,0
"17115",17115,13,1.35943846153846,0
"17116",17116,13,0.720923076923077,0
"17117",17117,13,1.23586153846154,0
"17118",17118,13,0.844507692307692,0
"17119",17119,13,14.6863461538462,0
"17120",17120,13,11.1435,0
"17121",17121,13,4.98484615384615,0
"17122",17122,13,3.91372307692308,0
"17123",17123,13,7.67554615384615,0
"17128",17128,27,97.126137037037,0.9995
"17129",17129,27,36.7611407407407,0.9236
"17130",17130,27,3.26315185185185,0
"17131",17131,27,0.932325925925926,0
"17132",17132,27,1.89267777777778,0
"17192",17192,13,2.35392307692308,0
"17193",17193,13,4.07423846153846,0
"17194",17194,13,1.50215384615385,0
"17195",17195,13,2.0578,0
"17196",17196,13,1.21410769230769,0
"17197",17197,13,1.62576153846154,0
"17198",17198,13,0.679115384615385,0
"17199",17199,13,1.58466923076923,0
"17200",17200,13,1.72880769230769,0
"17201",17201,13,3.0255,0
"17202",17202,13,6.21576923076923,0
"17203",17203,13,3.89009230769231,0
"17204",17204,13,5.04286153846154,0
"17205",17205,13,1.07032307692308,0
"17206",17206,13,3.45805384615385,0
"17207",17207,13,3.54048461538462,0
"17208",17208,13,3.97284615384615,0
"17209",17209,13,0.699876923076923,0
"17210",17210,13,0.638138461538462,0
"17211",17211,13,37.6587384615385,0.936
"17215",17215,27,14.7824333333333,0
"17216",17216,27,15.8614555555556,0
"17217",17217,27,5.69626666666667,0
"17218",17218,27,7.44184444444444,0
"17219",17219,27,27.0928888888889,0.4285
"17274",17274,14,3.31756428571429,0
"17275",17275,14,1.35577142857143,0
"17276",17276,14,0.916571428571428,0
"17277",17277,14,4.48752857142857,0
"17278",17278,14,3.60927142857143,0
"17279",17279,14,1.79512857142857,0
"17280",17280,14,0.47745,0
"17281",17281,14,1.62333571428571,0
"17282",17282,14,1.66158571428571,0
"17283",17283,14,9.2819,0
"17284",17284,14,4.54557857142857,0
"17285",17285,14,3.18962142857143,0
"17286",17286,14,0.572985714285714,0
"17287",17287,14,0.0382,0
"17288",17288,14,0.2483,0
"17289",17289,14,0.3056,0
"17290",17290,14,0.781407142857143,0
"17296",17296,27,74.2951592592593,0.9985
"17297",17297,27,529.760844444444,1
"17298",17298,27,196.414240740741,0.9998
"17299",17299,27,44.0314555555556,0.9779
"17300",17300,27,9.66463703703704,0
"17354",17354,13,13.8500076923077,0
"17355",17355,13,0.678115384615385,0
"17356",17356,13,1.08916923076923,0
"17357",17357,13,19.3586923076923,0.0025
"17358",17358,13,0.760407692307692,0
"17359",17359,13,0.411046153846154,0
"17360",17360,13,1.06876153846154,0
"17361",17361,13,2.71306923076923,0
"17362",17362,13,2.56924615384615,0
"17363",17363,13,1.23326153846154,0
"17364",17364,13,0.411084615384615,0
"17365",17365,13,0.513869230769231,0
"17366",17366,13,0.678330769230769,0
"17367",17367,13,7.22526923076923,0
"17371",17371,27,47.0002592592593,0.9856
"17372",17372,27,56.0503703703704,0.9941
"17373",17373,27,81.6681814814815,0.9992
"17374",17374,27,102.180611111111,0.9996
"17424",17424,14,8.63872142857143,0
"17425",17425,14,3.03213571428571,0
"17426",17426,14,0.572107142857143,0
"17427",17427,14,0.343278571428571,0
"17428",17428,14,0.457714285714286,0
"17429",17429,14,0.877285714285714,0
"17430",17430,14,0.419578571428571,0
"17431",17431,14,0.324221428571429,0
"17432",17432,14,0.247935714285714,0
"17433",17433,14,2.59390714285714,0
"17434",17434,14,0.704914285714286,0
"17492",17492,14,1.22232142857143,0
"17493",17493,14,3.60192142857143,0
"17494",17494,14,0.533621428571429,0
"17495",17495,14,5.24115714285714,0
"17496",17496,14,0.30495,0
"17497",17497,14,0.876735714285714,0
