"","grid_id","times_sampled","mean_count","hotpvalue_3xmean"
"12826",12826,21,0,0
"12827",12827,21,0,0
"12844",12844,12,0.100083333333333,0
"12845",12845,12,0,0
"12846",12846,12,0,0
"12848",12848,13,9.13166923076923,0
"12849",12849,13,4.26869230769231,0
"12871",12871,20,3.12535,0
"12872",12872,20,0.537805,0
"12873",12873,10,0.03758,0
"12963",12963,16,0,0
"12964",12964,16,40.60915,0.9619
"12965",12965,16,2.6861875,0
"12966",12966,16,0.070425,0
"12967",12967,16,0.03785,0
"12968",12968,16,0,0
"12986",12986,12,0.216858333333333,0
"12987",12987,12,0.0834083333333333,0
"12988",12988,12,0.05005,0
"12990",12990,13,43.7249923076923,0.9769
"13011",13011,20,2.921915,0
"13012",13012,20,0.52628,0
"13013",13013,20,0.352335,0
"13104",13104,16,14.6991875,0
"13105",13105,16,3.95181875,0
"13106",13106,16,0.9624375,0
"13107",13107,16,0,0
"13108",13108,16,0.03513125,0
"13109",13109,16,0,0
"13120",13120,10,0,0
"13127",13127,15,0.218293333333333,0
"13128",13128,15,0.16682,0
"13129",13129,14,0.16485,0
"13130",13130,14,3.8866,0
"13152",13152,20,0.54813,0
"13153",13153,20,2.508715,0
"13154",13154,20,0.400325,0
"13250",13250,16,9.64408125,0
"13251",13251,16,35.056625,0.8915
"13252",13252,16,2.06483125,0
"13253",13253,16,0.03521875,0
"13254",13254,16,0,0
"13255",13255,16,0,0
"13265",13265,10,0,0
"13267",13267,10,0.08354,0
"13268",13268,10,0.02345,0
"13269",13269,10,0,0
"13270",13270,10,0.02711,0
"13273",13273,15,0,0
"13275",13275,14,0.0692214285714286,0
"13276",13276,13,0.0149076923076923,0
"13277",13277,14,0.862014285714286,0
"13278",13278,14,0.133607142857143,0
"13295",13295,10,1.00437,0
"13296",13296,20,3.032245,0
"13297",13297,20,0.641595,0
"13298",13298,10,0.88555,0
"13395",13395,16,22.633075,0.07
"13396",13396,16,3.4635875,0
"13397",13397,16,0.460275,0
"13398",13398,16,0.8319375,0
"13399",13399,16,0,0
"13400",13400,16,0,0
"13409",13409,10,0.0305,0
"13410",13410,10,0,0
"13411",13411,10,0,0
"13412",13412,10,0,0
"13413",13413,10,0.06899,0
"13414",13414,10,0,0
"13415",13415,10,0.21664,0
"13416",13416,10,0,0
"13418",13418,15,0,0
"13419",13419,15,0,0
"13420",13420,14,0,0
"13421",13421,13,0.180453846153846,0
"13422",13422,13,0.118276923076923,0
"13423",13423,14,1.89688571428571,0
"13431",13431,20,5.058045,0
"13432",13432,20,1.21258,0
"13433",13433,20,0.195465,0
"13434",13434,10,2.39712,0
"13531",13531,16,0,0
"13532",13532,16,46.56648125,0.9845
"13533",13533,16,1.3611375,0
"13534",13534,16,0.035225,0
"13535",13535,16,0,0
"13536",13536,16,0,0
"13545",13545,10,0,0
"13546",13546,10,0,0
"13547",13547,10,0.01867,0
"13548",13548,10,0,0
"13549",13549,10,0,0
"13550",13550,10,0,0
"13552",13552,10,0,0
"13556",13556,15,0,0
"13557",13557,14,0,0
"13558",13558,14,0.107957142857143,0
"13559",13559,13,0.104392307692308,0
"13560",13560,14,2.54766428571429,0
"13568",13568,20,1.864455,0
"13569",13569,20,4.10548,0
"13570",13570,20,0.23863,0
"13571",13571,20,0.14546,0
"13572",13572,20,0.10675,0
"13670",13670,16,53.60433125,0.9927
"13671",13671,16,31.72119375,0.7767
"13672",13672,16,1.52754375,0
"13673",13673,16,0.08225,0
"13674",13674,16,0,0
"13675",13675,16,0,0
"13682",13682,10,0,0
"13683",13683,10,0,0
"13684",13684,10,0,0
"13685",13685,10,0,0
"13686",13686,10,0,0
"13687",13687,10,0.01761,0
"13688",13688,10,0,0
"13689",13689,10,0.04184,0
"13690",13690,10,0,0
"13695",13695,15,0,0
"13697",13697,14,0.969292857142857,0
"13698",13698,13,0.0596538461538462,0
"13699",13699,14,27.6948785714286,0.4847
"13700",13700,14,82.3198714285714,0.9992
"13706",13706,20,1.463005,0
"13707",13707,20,1.81434,0
"13708",13708,20,0.481475,0
"13709",13709,20,0.610105,0
"13710",13710,20,0.181595,0
"13711",13711,10,2.70417,0
"13800",13800,16,4.21313125,0
"13801",13801,16,32.9204375,0.8267
"13802",13802,16,1.58435625,0
"13803",13803,16,0.03523125,0
"13804",13804,16,0.03515,0
"13805",13805,16,0,0
"13812",13812,10,0,0
"13813",13813,10,0,0
"13814",13814,10,0.08654,0
"13815",13815,10,0.04062,0
"13816",13816,10,0,0
"13817",13817,10,0.01727,0
"13818",13818,10,0.05308,0
"13819",13819,10,0.02573,0
"13820",13820,10,0,0
"13826",13826,15,0,0
"13827",13827,15,0,0
"13828",13828,14,0.01385,0
"13829",13829,13,0.0945538461538462,0
"13830",13830,13,0.0653538461538462,0
"13831",13831,14,65.3089714285714,0.9966
"13839",13839,20,8.765945,0
"13840",13840,20,0.63049,0
"13841",13841,20,0.43836,0
"13842",13842,20,1.47287,0
"13843",13843,20,3.280455,0
"13935",13935,16,29.79825,0.6628
"13936",13936,16,3.99708125,0
"13937",13937,16,0.6200125,0
"13938",13938,16,0.083475,0
"13939",13939,16,0,0
"13940",13940,16,0,0
"13948",13948,10,0.05598,0
"13949",13949,10,0.36792,0
"13950",13950,10,0.0209,0
"13951",13951,10,0.06681,0
"13952",13952,10,0.38515,0
"13953",13953,10,0.07411,0
"13954",13954,10,0.16977,0
"13955",13955,10,0,0
"13962",13962,15,0,0
"13963",13963,14,0.0315785714285714,0
"13964",13964,14,0.394607142857143,0
"13965",13965,13,0.0596615384615385,0
"13966",13966,14,24.69215,0.2063
"13974",13974,20,2.463365,0
"13975",13975,20,3.404595,0
"13976",13976,20,1.979765,0
"13977",13977,20,8.02956,0
"13978",13978,20,2.62387,0
"14067",14067,22,25.0014090909091,0.2326
"14068",14068,22,0,0
"14069",14069,22,0.337827272727273,0
"14070",14070,22,0,0
"14071",14071,22,0,0
"14081",14081,10,0.01903,0
"14082",14082,10,0.19595,0
"14083",14083,10,0.11008,0
"14084",14084,10,0.12137,0
"14085",14085,10,0.14475,0
"14086",14086,10,0.09873,0
"14094",14094,15,0,0
"14096",14096,14,0.0969428571428571,0
"14097",14097,13,0.119315384615385,0
"14099",14099,14,13.6906142857143,0
"14106",14106,20,1.18901,0
"14107",14107,20,6.797225,0
"14108",14108,20,8.985645,0
"14109",14109,20,7.121005,0
"14110",14110,20,0.894665,0
"14199",14199,10,60.73147,0.9957
"14200",14200,10,0.15493,0
"14201",14201,10,3.88782,0
"14202",14202,10,0.10253,0
"14203",14203,10,0.10931,0
"14204",14204,10,0.23956,0
"14213",14213,10,0,0
"14214",14214,10,0.072,0
"14215",14215,10,0.02169,0
"14216",14216,10,0.08652,0
"14217",14217,10,0.02651,0
"14227",14227,15,0,0
"14228",14228,14,0.09695,0
"14230",14230,13,0.402615384615385,0
"14231",14231,14,24.0588285714286,0.1532
"14238",14238,10,0.13827,0
"14239",14239,20,11.485885,0
"14240",14240,20,8.1053,0
"14241",14241,20,8.057205,0
"14308",14308,10,35.54604,0.9021
"14309",14309,10,0.83831,0
"14310",14310,10,0.61882,0
"14311",14311,10,0,0
"14312",14312,10,0.97846,0
"14313",14313,10,0.11978,0
"14323",14323,10,0,0
"14324",14324,10,0,0
"14336",14336,15,0,0
"14337",14337,14,0.05045,0
"14338",14338,14,0.0763714285714286,0
"14339",14339,13,0.164076923076923,0
"14340",14340,14,25.4323357142857,0.267
"14350",14350,20,4.080125,0
"14351",14351,20,4.812495,0
"14352",14352,10,0.90287,0
"14419",14419,10,57.36069,0.9947
"14420",14420,10,3.87218,0
"14421",14421,10,0,0
"14422",14422,10,1.75733,0
"14423",14423,10,0,0
"14424",14424,10,0.67874,0
"14447",14447,15,0,0
"14448",14448,15,0,0
"14449",14449,14,0.0554071428571429,0
"14450",14450,13,0.165230769230769,0
"14452",14452,14,0.692628571428571,0
"14453",14453,14,12.1633928571429,0
"14461",14461,20,1.612145,0
"14462",14462,20,2.07846,0
"14497",14497,10,34.92734,0.8887
"14498",14498,10,2.5748,0
"14499",14499,10,0.3194,0
"14500",14500,10,0.61906,0
"14501",14501,10,0.11981,0
"14502",14502,10,0.05989,0
"14526",14526,15,0,0
"14527",14527,14,0.235471428571429,0
"14529",14529,13,0.0596615384615385,0
"14530",14530,14,0.706485714285714,0
"14531",14531,14,21.7450142857143,0.0364
"14538",14538,10,0.27629,0
"14539",14539,20,2.31916,0
"14575",14575,10,37.90117,0.9393
"14576",14576,10,4.05182,0
"14577",14577,10,1.1578,0
"14578",14578,10,0.23964,0
"14579",14579,10,0.05991,0
"14580",14580,10,0,0
"14604",14604,15,0.0128933333333333,0
"14606",14606,14,0.14225,0
"14607",14607,13,0.0447615384615385,0
"14608",14608,14,0.101471428571429,0
"14609",14609,14,0,0
"14610",14610,14,72.3927285714286,0.9982
"14628",14628,10,17.10734,1e-04
"14629",14629,10,0.85838,0
"14630",14630,10,0.17973,0
"14631",14631,10,0,0
"14632",14632,10,0.05989,0
"14656",14656,15,0,0
"14657",14657,15,0.07172,0
"14658",14658,14,0.0138571428571429,0
"14659",14659,13,0.0700923076923077,0
"14661",14661,14,0.097,0
"14662",14662,14,19.16655,0.0016
"14682",14682,10,22.57435,0.0665
"14683",14683,10,1.25762,0
"14684",14684,10,0.73888,0
"14685",14685,10,0,0
"14686",14686,10,0.23955,0
"14711",14711,15,0.0128933333333333,0
"14712",14712,14,0.0562285714285714,0
"14714",14714,13,0.0746153846153846,0
"14715",14715,14,0.0415714285714286,0
"14716",14716,14,113.673707142857,0.9996
"14732",14732,10,38.38186,0.9439
"14733",14733,10,9.34226,0
"14734",14734,10,2.19666,0
"14735",14735,10,0,0
"14736",14736,10,0,0
"14761",14761,15,0,0
"14763",14763,14,0.152414285714286,0
"14764",14764,13,0.0895307692307692,0
"14765",14765,14,0.141435714285714,0
"14766",14766,14,0.220471428571429,0
"14767",14767,14,37.38145,0.9332
"14777",14777,10,105.59176,0.9996
"14778",14778,10,13.97483,0
"14779",14779,10,7.15623,0
"14780",14780,10,0,0
"14781",14781,10,0.16938,0
"14782",14782,6,0.337866666666667,0
"14806",14806,15,0,0
"14807",14807,15,0.0162666666666667,0
"14808",14808,14,0.193992857142857,0
"14809",14809,13,0.330392307692308,0
"14810",14810,13,0.215230769230769,0
"14811",14811,14,0.249428571428571,0
"14812",14812,14,18.7832214285714,0.0013
"14846",14846,6,23.6513,0.125
"14847",14847,6,19.8797833333333,0.0056
"14848",14848,6,6.07055,0
"14849",14849,6,8.87268333333333,0
"14850",14850,6,0.200133333333333,0
"14851",14851,6,0.300216666666667,0
"14876",14876,15,0,0
"14877",14877,14,0.177178571428571,0
"14879",14879,13,0.298476923076923,0
"14880",14880,14,0.415721428571429,0
"14881",14881,14,2.26200714285714,0
"14882",14882,14,9.56737142857143,0
"14905",14905,4,56.444325,0.9946
"14910",14910,6,17.2977333333333,1e-04
"14911",14911,6,42.0944333333333,0.9699
"14912",14912,6,13.6754166666667,0
"14913",14913,6,9.23961666666667,0
"14914",14914,6,1.33425,0
"14915",14915,6,0,0
"14940",14940,15,0.0133533333333333,0
"14942",14942,14,0.291014285714286,0
"14943",14943,13,1.20886153846154,0
"14944",14944,14,4.24103571428571,0
"14945",14945,14,6.85462142857143,0
"14946",14946,14,0.483278571428571,0
"14980",14980,4,36.7804,0.9239
"14981",14981,4,9.640275,0
"14983",14983,6,0,0
"14984",14984,6,30.2527166666667,0.6931
"14985",14985,6,11.1071333333333,0
"14986",14986,6,2.16813333333333,0
"14987",14987,6,4.43641666666667,0
"14988",14988,6,0.20015,0
"15014",15014,15,0,0
"15015",15015,15,0.6726,0
"15016",15016,15,1.98666,0
"15017",15017,14,0.390635714285714,0
"15018",15018,14,15.07475,0
"15019",15019,14,3.16132142857143,0
"15050",15050,4,2.795525,0
"15051",15051,4,0.5311,0
"15052",15052,4,1.11165,0
"15053",15053,4,0.418225,0
"15054",15054,4,3.21605,0
"15056",15056,6,0,0
"15057",15057,6,38.3579,0.9437
"15058",15058,6,10.1729666666667,0
"15059",15059,6,17.6116166666667,2e-04
"15060",15060,6,6.80475,0
"15061",15061,6,0.100066666666667,0
"15087",15087,15,0,0
"15088",15088,15,0.221153333333333,0
"15089",15089,14,0.2283,0
"15090",15090,14,0.6016,0
"15091",15091,14,8.02954285714286,0
"15134",15134,4,2.06755,0
"15135",15135,4,0.8434,0
"15136",15136,4,0.89015,0
"15137",15137,4,1.102975,0
"15138",15138,4,1.2122,0
"15139",15139,4,5.021775,0
"15140",15140,4,0.946475,0
"15143",15143,6,0,0
"15144",15144,6,55.4355,0.9936
"15145",15145,6,24.18165,0.1618
"15146",15146,6,5.33686666666667,0
"15147",15147,6,1.13411666666667,0
"15148",15148,6,1.70121666666667,0
"15174",15174,15,0,0
"15175",15175,15,1.12238666666667,0
"15176",15176,14,0.12105,0
"15177",15177,14,1.98218571428571,0
"15178",15178,14,37.7599857142857,0.9372
"15179",15179,14,7.82494285714286,0
"15219",15219,4,0.669775,0
"15220",15220,4,6.01105,0
"15221",15221,4,2.02015,0
"15222",15222,4,8.92075,0
"15223",15223,4,0.36625,0
"15224",15224,4,2.569725,0
"15225",15225,4,0.72425,0
"15230",15230,6,3.55933333333333,0
"15231",15231,6,18.2116666666667,6e-04
"15232",15232,6,4.60286666666667,0
"15233",15233,6,5.3035,0
"15234",15234,6,0.200133333333333,0
"15235",15235,6,3.6026,0
"15261",15261,15,0.0628266666666667,0
"15262",15262,14,4.47936428571429,0
"15263",15263,14,0.176035714285714,0
"15264",15264,14,0.79425,0
"15265",15265,14,66.1505571428571,0.9971
"15269",15269,27,44.6946814814815,0.9791
"15270",15270,27,227.425377777778,1
"15271",15271,27,42.5905407407407,0.9723
"15272",15272,27,24.1207444444444,0.1573
"15320",15320,4,0.2101,0
"15321",15321,4,1.276975,0
"15322",15322,4,0.661175,0
"15323",15323,4,4.03555,0
"15324",15324,4,4.2489,0
"15325",15325,4,3.28375,0
"15326",15326,4,2.088725,0
"15327",15327,4,9.3519,0
"15335",15335,6,19.7417333333333,0.0045
"15336",15336,6,7.60471666666667,0
"15337",15337,6,1.23415,0
"15338",15338,6,0.200133333333333,0
"15339",15339,6,1.40096666666667,0
"15365",15365,15,0.750966666666667,0
"15366",15366,14,0.107614285714286,0
"15367",15367,14,0.359992857142857,0
"15368",15368,14,0.332692857142857,0
"15369",15369,14,33.8751571428571,0.8601
"15372",15372,27,34.3029074074074,0.8721
"15373",15373,27,160.81162962963,0.9998
"15374",15374,27,169.021059259259,0.9998
"15375",15375,27,46.6404888888889,0.9848
"15376",15376,27,45.9559703703704,0.983
"15421",15421,4,0.8476,0
"15422",15422,4,0.713625,0
"15423",15423,4,2.04545,0
"15424",15424,4,2.494075,0
"15425",15425,4,2.729,0
"15426",15426,4,1.975325,0
"15427",15427,4,1.612725,0
"15428",15428,4,3.46455,0
"15429",15429,4,2.3162,0
"15430",15430,4,2.758725,0
"15435",15435,6,7.07008333333333,0
"15436",15436,6,3.1353,0
"15437",15437,6,0.400266666666667,0
"15438",15438,6,0.100066666666667,0
"15439",15439,6,1.23418333333333,0
"15464",15464,15,0.0628333333333333,0
"15465",15465,14,1.37127857142857,0
"15466",15466,14,0.0732071428571428,0
"15467",15467,14,0.175035714285714,0
"15468",15468,14,11.9206214285714,0
"15474",15474,27,67.6586333333333,0.9972
"15475",15475,27,81.2164555555555,0.9991
"15476",15476,27,12.7966555555556,0
"15477",15477,27,36.8020222222222,0.9242
"15478",15478,27,19.4282925925926,0.0027
"15527",15527,4,0.460625,0
"15528",15528,4,2.2937,0
"15529",15529,4,2.3226,0
"15530",15530,4,0.2187,0
"15531",15531,4,1.783775,0
"15532",15532,4,2.677575,0
"15533",15533,4,0.954475,0
"15534",15534,4,1.884325,0
"15535",15535,4,1.7017,0
"15536",15536,4,18.428725,7e-04
"15537",15537,4,82.145825,0.9992
"15538",15538,4,69.168425,0.9976
"15543",15543,6,17.7459833333333,4e-04
"15544",15544,6,3.5021,0
"15545",15545,6,2.40155,0
"15546",15546,6,0.200133333333333,0
"15547",15547,6,1.33426666666667,0
"15572",15572,15,0.0821133333333333,0
"15573",15573,14,0.107642857142857,0
"15574",15574,14,0.4939,0
"15575",15575,14,0.252007142857143,0
"15576",15576,14,3.20494285714286,0
"15581",15581,27,136.901,0.9998
"15582",15582,27,160.683759259259,0.9998
"15583",15583,27,10.4396814814815,0
"15584",15584,27,25.0878666666667,0.2392
"15585",15585,27,9.10898888888889,0
"15586",15586,27,1.77706296296296,0
"15587",15587,17,12.7200411764706,0
"15633",15633,4,0,0
"15634",15634,4,1.211375,0
"15635",15635,4,0.61705,0
"15636",15636,4,0.64815,0
"15637",15637,4,0.428525,0
"15638",15638,4,9.3608,0
"15639",15639,4,1.5171,0
"15640",15640,4,3.91855,0
"15641",15641,4,1.4176,0
"15642",15642,4,10.596275,0
"15643",15643,4,6.59235,0
"15649",15649,18,8.93447777777778,0
"15650",15650,18,0,0
"15651",15651,18,0.223338888888889,0
"15652",15652,19,1.61343157894737,0
"15653",15653,19,0.0614894736842105,0
"15654",15654,13,0,0
"15656",15656,13,0,0
"15677",15677,15,0.364506666666667,0
"15678",15678,14,0.318535714285714,0
"15679",15679,14,0.0341142857142857,0
"15680",15680,14,0.134664285714286,0
"15681",15681,14,9.96427857142857,0
"15683",15683,14,2.28937857142857,0
"15687",15687,27,101.443551851852,0.9995
"15688",15688,27,68.8626814814815,0.9975
"15689",15689,27,191.325922222222,0.9998
"15690",15690,27,15.4860703703704,0
"15691",15691,27,8.57024444444444,0
"15692",15692,27,27.7721037037037,0.4914
"15693",15693,27,11.6242518518519,0
"15694",15694,27,13.5036444444444,0
"15695",15695,27,43.6391925925926,0.9767
"15696",15696,27,128.893277777778,0.9998
"15697",15697,27,90.6366481481481,0.9993
"15746",15746,4,4.041325,0
"15747",15747,4,1.2849,0
"15748",15748,4,5.3679,0
"15749",15749,4,0.801125,0
"15750",15750,4,0.4813,0
"15751",15751,4,1.55255,0
"15752",15752,4,2.3804,0
"15753",15753,4,4.25195,0
"15754",15754,4,3.49835,0
"15763",15763,12,2.101075,0
"15765",15765,12,0.116733333333333,0
"15766",15766,13,0.384861538461538,0
"15767",15767,13,0.277092307692308,0
"15768",15768,13,0.0615769230769231,0
"15770",15770,13,0.0307846153846154,0
"15771",15771,13,0.470638461538462,0
"15791",15791,15,1.34631333333333,0
"15792",15792,14,0.134571428571429,0
"15793",15793,14,2.06201428571429,0
"15794",15794,14,4.17235714285714,0
"15795",15795,14,2.19537857142857,0
"15796",15796,14,2.18297142857143,0
"15803",15803,27,153.685814814815,0.9998
"15804",15804,27,763.341788888889,1
"15805",15805,27,4.59203703703704,0
"15806",15806,27,18.7069444444444,0.001
"15807",15807,27,59.9000777777778,0.9957
"15808",15808,27,69.5190925925926,0.9977
"15809",15809,27,32.0807148148148,0.7929
"15810",15810,27,35.3410444444444,0.8972
"15811",15811,27,136.0683,0.9998
"15812",15812,27,106.966540740741,0.9996
"15813",15813,27,399.061281481482,1
"15864",15864,4,3.113875,0
"15865",15865,4,1.418575,0
"15866",15866,4,0.42825,0
"15867",15867,4,0.61185,0
"15868",15868,4,0.18785,0
"15869",15869,4,7.884525,0
"15870",15870,4,1.2237,0
"15871",15871,4,11.010575,0
"15877",15877,12,0.683683333333333,0
"15879",15879,12,0.383558333333333,0
"15880",15880,13,0.246307692307692,0
"15881",15881,13,0.169330769230769,0
"15882",15882,13,0.0461846153846154,0
"15884",15884,13,0.338707692307692,0
"15885",15885,13,0.800607692307692,0
"15904",15904,15,0.502846666666667,0
"15906",15906,14,2.07715,0
"15907",15907,14,14.4923285714286,0
"15908",15908,14,0.949978571428571,0
"15909",15909,14,6.73104285714286,0
"15910",15910,14,6.95729285714286,0
"15914",15914,27,8.54384444444444,0
"15915",15915,27,51.9140777777778,0.9921
"15916",15916,27,155.022255555556,0.9998
"15917",15917,27,97.9392592592593,0.9995
"15918",15918,27,114.758114814815,0.9996
"15919",15919,27,617.130511111111,1
"15920",15920,27,745.568807407407,1
"15921",15921,27,380.281744444444,1
"15922",15922,27,702.906988888889,1
"15923",15923,27,214.993151851852,1
"15924",15924,27,160.146966666667,0.9998
"15925",15925,27,35.5002888888889,0.901
"15976",15976,4,0.2965,0
"15977",15977,4,0.7397,0
"15978",15978,4,0.47025,0
"15979",15979,4,0.833625,0
"15980",15980,4,2.847925,0
"15981",15981,4,6.725475,0
"15982",15982,4,8.583375,0
"15985",15985,12,3.29881666666667,0
"15986",15986,12,0.63365,0
"15988",15988,12,1.43419166666667,0
"15989",15989,13,0.446430769230769,0
"15990",15990,13,0.0923615384615385,0
"15991",15991,13,0.0769769230769231,0
"15993",15993,13,0.0923769230769231,0
"15994",15994,13,0.0308,0
"16013",16013,15,1.74738,0
"16014",16014,14,0.242278571428571,0
"16015",16015,14,0.09465,0
"16016",16016,14,0.305571428571429,0
"16017",16017,14,0.35025,0
"16018",16018,14,1.33570714285714,0
"16026",16026,27,13.4555222222222,0
"16027",16027,27,69.5202444444444,0.9977
"16028",16028,27,74.4113,0.9985
"16029",16029,27,90.3353407407407,0.9993
"16030",16030,27,46.0207888888889,0.9831
"16031",16031,27,17.7370518518519,4e-04
"16032",16032,27,111.661633333333,0.9996
"16033",16033,27,20.2062074074074,0.0076
"16034",16034,27,3917.28988148148,1
"16035",16035,27,25.6386444444444,0.2857
"16036",16036,27,74.9737740740741,0.9986
"16037",16037,27,8.72437037037037,0
"16092",16092,4,0.237,0
"16093",16093,4,0.573175,0
"16094",16094,4,1.642125,0
"16095",16095,4,39.01575,0.95
"16096",16096,4,26.900125,0.4109
"16101",16101,12,5.50233333333333,0
"16102",16102,12,5.336,0
"16104",16104,12,0.583666666666667,0
"16105",16105,13,0.692761538461539,0
"16106",16106,13,0.0615769230769231,0
"16107",16107,13,1.17002307692308,0
"16109",16109,13,0.0307846153846154,0
"16110",16110,13,0,0
"16128",16128,15,0.17524,0
"16130",16130,14,0.191228571428571,0
"16131",16131,14,0.363714285714286,0
"16132",16132,14,2.07719285714286,0
"16133",16133,14,70.8843428571429,0.9978
"16134",16134,14,0.861371428571429,0
"16142",16142,17,6.78129411764706,0
"16143",16143,17,3.23555294117647,0
"16144",16144,17,3.15607058823529,0
"16145",16145,17,1.22112941176471,0
"16146",16146,17,3.10817058823529,0
"16147",16147,17,7.47809411764706,0
"16149",16149,10,35.28676,0.8964
"16150",16150,10,47.34454,0.9864
"16204",16204,4,2.291,0
"16205",16205,4,3.83015,0
"16206",16206,4,22.860625,0.0804
"16209",16209,12,37.6671916666667,0.9362
"16210",16210,12,5.1359,0
"16212",16212,12,0.150075,0
"16213",16213,13,1.50860769230769,0
"16214",16214,13,0.0769692307692308,0
"16215",16215,13,0.0769692307692308,0
"16217",16217,13,0.169353846153846,0
"16218",16218,13,0.138546153846154,0
"16219",16219,13,0.0338153846153846,0
"16236",16236,15,5.87156,0
"16237",16237,14,0.538485714285714,0
"16238",16238,14,0.860114285714286,0
"16239",16239,14,0.924957142857143,0
"16240",16240,14,5.99536428571429,0
"16241",16241,14,5.44016428571429,0
"16324",16324,12,5.336,0
"16326",16326,12,7.75448333333333,0
"16327",16327,13,1.03138461538462,0
"16328",16328,13,3.3867,0
"16329",16329,13,1.17,0
"16331",16331,13,0.107761538461538,0
"16332",16332,13,0.0923692307692308,0
"16333",16333,13,0.0154,0
"16349",16349,15,0.503786666666667,0
"16351",16351,14,0.190828571428571,0
"16352",16352,14,6.0495,0
"16353",16353,14,0.0876857142857143,0
"16354",16354,14,3.70675714285714,0
"16420",16420,12,4.6427,0
"16422",16422,12,4.25244166666667,0
"16423",16423,13,1.18531538461538,0
"16424",16424,13,0.4772,0
"16425",16425,13,2.52473076923077,0
"16427",16427,13,0.184738461538462,0
"16428",16428,13,0.0615846153846154,0
"16429",16429,13,0.769823076923077,0
"16445",16445,15,0.264086666666667,0
"16446",16446,14,0.175035714285714,0
"16447",16447,14,0.0526642857142857,0
"16448",16448,14,0.850971428571429,0
"16449",16449,14,0.148242857142857,0
"16522",16522,12,4.13563333333333,0
"16523",16523,13,2.29370769230769,0
"16524",16524,13,10.4064230769231,0
"16525",16525,13,1.98592307692308,0
"16527",16527,13,8.69839230769231,0
"16528",16528,13,0.138553846153846,0
"16529",16529,13,2.32484615384615,0
"16544",16544,15,0.09952,0
"16545",16545,15,0.156053333333333,0
"16546",16546,14,0.646271428571428,0
"16547",16547,14,44.1047071428571,0.9782
"16548",16548,14,23.4965857142857,0.1156
"16549",16549,14,6.46271428571429,0
"16616",16616,13,3.7253,0
"16617",16617,13,2.00123076923077,0
"16618",16618,13,4.64923076923077,0
"16620",16620,13,2.66339230769231,0
"16621",16621,13,0.153938461538462,0
"16622",16622,13,0.0615923076923077,0
"16637",16637,15,0.0880533333333333,0
"16638",16638,14,0.533685714285714,0
"16640",16640,14,0.256907142857143,0
"16641",16641,14,3.11582857142857,0
"16645",16645,17,190.245423529412,0.9998
"16646",16646,17,28.3887529411765,0.5477
"16719",16719,13,3.76016153846154,0
"16720",16720,13,4.98859230769231,0
"16721",16721,13,3.27907692307692,0
"16723",16723,13,1.44104615384615,0
"16724",16724,13,2.43466923076923,0
"16725",16725,13,0.246353846153846,0
"16739",16739,15,0.05704,0
"16740",16740,15,0.2229,0
"16741",16741,14,1.06381428571429,0
"16742",16742,14,0.835621428571429,0
"16746",16746,27,38.1552,0.9417
"16747",16747,27,35.7497740740741,0.9061
"16748",16748,27,28.8889592592593,0.5913
"16749",16749,27,2.4184,0
"16816",16816,15,6.40846666666667,0
"16817",16817,15,2.75392,0
"16818",16818,15,7.56456666666667,0
"16819",16819,15,2.68256666666667,0
"16820",16820,15,0.393466666666667,0
"16821",16821,15,0.4829,0
"16822",16822,15,1.37716,0
"16823",16823,15,1.01948666666667,0
"16824",16824,15,2.11051333333333,0
"16825",16825,15,0.590246666666667,0
"16826",16826,15,0.32196,0
"16827",16827,15,0.57238,0
"16828",16828,15,0.0178866666666667,0
"16829",16829,15,0.0894333333333333,0
"16830",16830,15,0.0715533333333333,0
"16831",16831,15,0.05366,0
"16832",16832,15,0.0894466666666667,0
"16833",16833,15,0.08944,0
"16834",16834,15,0.107326666666667,0
"16835",16835,15,0.214666666666667,0
"16836",16836,16,0.98720625,0
"16837",16837,16,1.1938375,0
"16838",16838,16,0.87209375,0
"16839",16839,16,22.49765625,0.0636
"16840",16840,15,0.85218,0
"16844",16844,27,25.6957296296296,0.2907
"16845",16845,27,28.5104925925926,0.5598
"16846",16846,27,3.48754074074074,0
"16847",16847,27,146.387518518519,0.9998
"16848",16848,27,5.08026296296296,0
"16849",16849,17,0.413841176470588,0
"16914",16914,15,5.6054,0
"16915",16915,15,1.10789333333333,0
"16916",16916,15,5.02156,0
"16917",16917,15,7.04106666666667,0
"16918",16918,15,0.78634,0
"16919",16919,15,2.62712,0
"16920",16920,15,0.929353333333333,0
"16921",16921,15,2.14470666666667,0
"16922",16922,15,2.55592,0
"16923",16923,15,0.482593333333333,0
"16924",16924,15,0.44686,0
"16925",16925,15,0.125126666666667,0
"16926",16926,15,0.214506666666667,0
"16927",16927,15,0.303886666666667,0
"16928",16928,15,0.625646666666667,0
"16929",16929,15,0.142993333333333,0
"16930",16930,15,0.1609,0
"16931",16931,15,0.196653333333333,0
"16932",16932,15,0.3218,0
"16933",16933,15,1.80567333333333,0
"16934",16934,15,2.02026666666667,0
"16935",16935,15,9.69034,0
"16936",16936,15,8.43882666666667,0
"16937",16937,15,10.63276,0
"16940",16940,27,4.90482222222222,0
"16941",16941,27,0.5458,0
"16942",16942,27,5.06288148148148,0
"16943",16943,27,13.3533148148148,0
"16944",16944,27,1.71774074074074,0
"16945",16945,27,1.14796666666667,0
"17008",17008,14,17.7843857142857,4e-04
