"","num_times_surv","kde_grid_id","kde","kde.bin","kde.75","gstat_grid_id","gstat","gstat.bin","gstat.75","persistence_grid_id","persistence","persistence.bin","persistence.75","conditional_grid_id","conditional","conditional.bin","conditional.75"
"10765",17,10765,0.15680799856782,0,0,10765,-0.104752634321983,1,-0.104752634321983,10765,0.058823529,0,0,10765,0,0,0
"12968",16,12968,0.000307553746065,0,0,12968,-0.256751266162526,0,0,12968,0,0,0,12968,0,0,0
"10901",20,10901,0.073402227729093,0,0,10901,-0.209252295512439,0,0,10901,0.1,0,0,10901,0,0,0
"10963",17,10963,0.009540633074539,0,0,10963,-0.251700626460728,0,0,10963,0,0,0,10963,0,0,0
"15679",14,15679,0.016378166130744,0,0,15679,-0.276414365017598,0,0,15679,0.071428571,0,0,15679,0,0,0
"12118",17,12118,0.033335459511727,0,0,12118,-0.27341558394629,0,0,12118,0,0,0,12118,0,0,0
"15365",15,15365,0.031213000540932,0,0,15365,-0.246397454773841,0,0,15365,0.133333333,0,0,15365,0,0,0
"16822",15,16822,0.057643543928862,0,0,16822,-0.270679709708631,0,0,16822,0.466666667,0,0,16822,0,0,0
"15881",13,15881,0.008772559409194,0,0,15881,-0.283923641453694,0,0,15881,0.384615385,0,0,15881,0,0,0
"12396",17,12396,0.055026489620407,0,0,12396,-0.223192061089401,0,0,12396,0.058823529,0,0,12396,0,0,0
"15809",27,15809,3.4167983200815,1,3.4167983200815,15809,1.88512757077724,1,1.88512757077724,15809,0.407407407,0,0,15809,0.7929,1,0.7929
"10869",17,10869,0.015203693369403,0,0,10869,-0.249032970400052,0,0,10869,0,0,0,10869,0,0,0
"16823",15,16823,0.068055585771799,0,0,16823,-0.226383147082809,0,0,16823,0.4,0,0,16823,0,0,0
"11558",10,11558,0.010822689742781,0,0,11558,-0.215291046895806,0,0,11558,0.1,0,0,11558,0,0,0
"11552",20,11552,0.061830668399731,0,0,11552,-0.25918985949432,0,0,11552,0.2,0,0,11552,0,0,0
"10042",7,10042,0.002527767280117,0,0,10042,-0.256057951076188,0,0,10042,0.142857143,0,0,10042,0,0,0
"12873",10,12873,0.009562748336854,0,0,12873,-0.214898825160395,0,0,12873,0,0,0,12873,0,0,0
"15421",4,15421,0.038744948338717,0,0,15421,-0.201849502017386,0,0,15421,0.5,0,0,15421,0,0,0
"15531",4,15531,0.09591549243778,0,0,15531,-0.253471635862457,0,0,15531,0.5,0,0,15531,0,0,0
"14231",14,14231,0.883596548908635,1,0.883596548908635,14231,0.0350241894103159,1,0.0350241894103159,14231,0.785714286,1,0.785714286,14231,0.1532,1,0.1532
"15478",27,15478,1.71322597955403,1,1.71322597955403,15478,0.452491701198346,1,0.452491701198346,15478,0.444444444,0,0,15478,0.0027,1,0.0027
"14576",10,14576,0.619774217406909,1,0.619774217406909,14576,-0.0293846393695459,1,-0.0293846393695459,14576,0.3,0,0,14576,0,0,0
"8830",6,8830,0.034038864448667,0,0,8830,-0.278776418601162,0,0,8830,0.5,0,0,8830,0,0,0
"15792",14,15792,0.103908865060657,0,0,15792,-0.262936281873817,0,0,15792,0.142857143,0,0,15792,0,0,0
"11864",17,11864,0.135889628354241,0,0,11864,-0.235943144312773,0,0,11864,0.058823529,0,0,11864,0,0,0
"14684",10,14684,0.038237954551975,0,0,14684,-0.269365175540387,0,0,14684,0.1,0,0,14684,0,0,0
"17274",14,17274,0.128418779621522,0,0,17274,-0.176074173648396,0,0,17274,0.642857143,1,0.642857143,17274,0,0,0
"12119",17,12119,0.042620408403523,0,0,12119,-0.277494747787124,0,0,12119,0,0,0,12119,0,0,0
"13420",14,13420,0.002037899207926,0,0,13420,-0.286310342552912,0,0,13420,0,0,0,13420,0,0,0
"13569",20,13569,0.188633140921593,0,0,13569,-0.239093918397284,0,0,13569,0.6,1,0.6,13569,0,0,0
"14217",10,14217,0.002494177774918,0,0,14217,-0.221068367052541,0,0,14217,0.1,0,0,14217,0,0,0
"17492",14,17492,0.073647691971726,0,0,17492,-0.180802035648219,0,0,17492,0.357142857,0,0,17492,0,0,0
"16104",12,16104,0.031368554197252,0,0,16104,-0.243789488091458,0,0,16104,0.416666667,0,0,16104,0,0,0
"9493",6,9493,2.4587638537089,1,2.4587638537089,9493,0.427239343566523,1,0.427239343566523,9493,1,1,1,9493,0.9768,1,0.9768
"17205",13,17205,0.101937568001449,0,0,17205,-0.242700671521405,0,0,17205,0.307692308,0,0,17205,0,0,0
"16622",13,16622,0.016048031172249,0,0,16622,-0.24412925839867,0,0,16622,0.230769231,0,0,16622,0,0,0
"16133",14,16133,2.13701762023725,1,2.13701762023725,16133,0.0397064549295242,1,0.0397064549295242,16133,0.5,0,0,16133,0.9978,1,0.9978
"17016",14,17016,0.162951026939684,0,0,17016,-0.244142551187198,0,0,17016,0.642857143,1,0.642857143,17016,0,0,0
"15697",27,15697,5.63955129384995,1,5.63955129384995,15697,3.05627285051979,1,3.05627285051979,15697,0.37037037,0,0,15697,0.9993,1,0.9993
"9099",7,9099,0.008417254716025,0,0,9099,-0.211231021904927,0,0,9099,0,0,0,9099,0,0,0
"15649",18,15649,0.35892096946114,0,0,15649,-0.110397502076348,1,-0.110397502076348,15649,0.5,0,0,15649,0,0,0
"15979",4,15979,0.623250597389415,1,0.623250597389415,15979,-0.107488508559642,1,-0.107488508559642,15979,0.25,0,0,15979,0,0,0
"10030",12,10030,0.03018755076061,0,0,10030,-0.241360589543958,0,0,10030,0,0,0,10030,0,0,0
"11067",4,11067,0.172672766912729,0,0,11067,-0.18404960340047,0,0,11067,1,1,1,11067,0,0,0
"15869",4,15869,0.287329377496944,0,0,15869,-0.211685880989389,0,0,15869,0.75,1,0.75,15869,0,0,0
"8696",6,8696,5.28748162587484,1,5.28748162587484,8696,0.493015347010051,1,0.493015347010051,8696,0.833333333,1,0.833333333,8696,0.9998,1,0.9998
"15805",27,15805,7.14732422033946,1,7.14732422033946,15805,4.13240178185727,1,4.13240178185727,15805,0.222222222,0,0,15805,0,0,0
"16923",15,16923,0.057743275165558,0,0,16923,-0.254946378882456,0,0,16923,0.333333333,0,0,16923,0,0,0
"13804",16,13804,0.001981128638727,0,0,13804,-0.286708810722662,0,0,13804,0.0625,0,0,13804,0,0,0
"16142",17,16142,0.754455333203077,1,0.754455333203077,16142,0.225052055215505,1,0.225052055215505,16142,0.235294118,0,0,16142,0,0,0
"12557",12,12557,0.000570610100054,0,0,12557,-0.256540057593178,0,0,12557,0,0,0,12557,0,0,0
"15746",4,15746,0.141315614432096,0,0,15746,-0.177706664114703,0,0,15746,0.75,1,0.75,15746,0,0,0
"17199",13,17199,0.070131269656122,0,0,17199,-0.265417465116378,0,0,17199,0.461538462,0,0,17199,0,0,0
"9086",7,9086,0.005471027258318,0,0,9086,-0.284515181829404,0,0,9086,0.142857143,0,0,9086,0,0,0
"14097",13,14097,1.09922869543079,1,1.09922869543079,14097,-0.220978262059271,0,0,14097,0.153846154,0,0,14097,0,0,0
"14422",10,14422,0.053171214647591,0,0,14422,-0.277572798253363,0,0,14422,0.1,0,0,14422,0,0,0
"14609",14,14609,0.656662501813844,1,0.656662501813844,14609,0.102393303077679,1,0.102393303077679,14609,0.071428571,0,0,14609,0,0,0
"12398",17,12398,0.116397350198693,0,0,12398,-0.263959153773482,0,0,12398,0.176470588,0,0,12398,0,0,0
"17374",27,17374,4.06991404294968,1,4.06991404294968,17374,0.985389790191515,1,0.985389790191515,17374,0.37037037,0,0,17374,0.9996,1,0.9996
"13815",10,13815,0.00210486225842,0,0,13815,-0.286721134480489,0,0,13815,0.1,0,0,13815,0,0,0
"8700",6,8700,0.014243733634551,0,0,8700,-0.283796295956145,0,0,8700,0.166666667,0,0,8700,0,0,0
"13801",16,13801,1.26941538751125,1,1.26941538751125,13801,0.108333354350433,1,0.108333354350433,13801,0.6875,1,0.6875,13801,0.8267,1,0.8267
"15320",4,15320,0.03290816466324,0,0,15320,-0.195775365412232,0,0,15320,0.25,0,0,15320,0,0,0
"9774",7,9774,0.465634172402012,1,0.465634172402012,9774,-0.0756767816881273,1,-0.0756767816881273,9774,0,0,0,9774,0,0,0
"14338",14,14338,0.004687972133979,0,0,14338,-0.255341678536661,0,0,14338,0.142857143,0,0,14338,0,0,0
"14340",14,14340,0.812727254629135,1,0.812727254629135,14340,0.0407449416282372,1,0.0407449416282372,14340,0.642857143,1,0.642857143,14340,0.267,1,0.267
"15689",27,15689,6.67133703231812,1,6.67133703231812,15689,0.906867674446868,1,0.906867674446868,15689,0.407407407,0,0,15689,0.9998,1,0.9998
"15263",14,15263,0.050851075351238,0,0,15263,-0.262973253147299,0,0,15263,0.285714286,0,0,15263,0,0,0
"15795",14,15795,0.199285586528918,0,0,15795,-0.183628792335922,0,0,15795,0.714285714,1,0.714285714,15795,0,0,0
"17290",14,17290,0.029122156898181,0,0,17290,-0.212969518245669,0,0,17290,0.428571429,0,0,17290,0,0,0
"17130",27,17130,0.569257129728794,1,0.569257129728794,17130,0.0226955612085866,1,0.0226955612085866,17130,0.259259259,0,0,17130,0,0,0
"9494",7,9494,3.98160331249237,1,3.98160331249237,9494,0.557801341908121,1,0.557801341908121,9494,0.571428571,1,0.571428571,9494,0.9997,1,0.9997
"12001",12,12001,1.91416183312734,1,1.91416183312734,12001,0.274539298541467,1,0.274539298541467,12001,0.5,0,0,12001,0.9916,1,0.9916
"17358",13,17358,0.210678224824369,0,0,17358,-0.194214900309565,0,0,17358,0.384615385,0,0,17358,0,0,0
"12731",20,12731,0.077229804653478,0,0,12731,-0.173503531193336,0,0,12731,0.15,0,0,12731,0,0,0
"15638",4,15638,0.306681166092555,0,0,15638,-0.230208489003807,0,0,15638,0.5,0,0,15638,0,0,0
"17430",14,17430,0.048398444149643,0,0,17430,-0.265926847106573,0,0,17430,0.5,0,0,17430,0,0,0
"9346",7,9346,0.001840516003358,0,0,9346,-0.285842039755475,0,0,9346,0,0,0,9346,0,0,0
"14659",13,14659,0.003411152891608,0,0,14659,-0.221757405236371,0,0,14659,0.153846154,0,0,14659,0,0,0
"16351",14,16351,0.172891277074814,0,0,16351,-0.225556678767969,0,0,16351,0.285714286,0,0,16351,0,0,0
"11186",20,11186,0.059469728753902,0,0,11186,-0.190771888138877,0,0,11186,0.1,0,0,11186,0,0,0
"16427",13,16427,0.031154338037595,0,0,16427,-0.215358978060976,0,0,16427,0.307692308,0,0,16427,0,0,0
"10660",17,10660,0.187828114256263,0,0,10660,-0.178777339671245,0,0,10660,0.117647059,0,0,10660,0,0,0
"11172",20,11172,0.072626905329525,0,0,11172,-0.26370857069766,0,0,11172,0.3,0,0,11172,0,0,0
"15791",15,15791,0.330301814277967,0,0,15791,-0.212656800916084,0,0,15791,0.2,0,0,15791,0,0,0
"14761",15,14761,5.8534447197e-05,0,0,14761,-0.222372239308097,0,0,14761,0,0,0,14761,0,0,0
"15175",15,15175,0.054799507372081,0,0,15175,-0.262919850196714,0,0,15175,0.266666667,0,0,15175,0,0,0
"13127",15,13127,0.008989392407238,0,0,13127,-0.219250366305972,0,0,13127,0.066666667,0,0,13127,0,0,0
"11781",20,11781,0.177325029671192,0,0,11781,-0.185646504109921,0,0,11781,0.35,0,0,11781,0,0,0
"14981",4,14981,0.592454109340906,1,0.592454109340906,14981,0.0406442360475235,1,0.0406442360475235,14981,0.75,1,0.75,14981,0,0,0
"15366",14,15366,0.028269316465594,0,0,15366,-0.263626412312145,0,0,15366,0.428571429,0,0,15366,0,0,0
"9490",6,9490,1.60744120038691,1,1.60744120038691,9490,1.38355473512577,1,1.38355473512577,9490,0.833333333,1,0.833333333,9490,0,0,0
"11650",4,11650,0.052979434467852,0,0,11650,-0.204875969732519,0,0,11650,0.75,1,0.75,11650,0,0,0
"10425",15,10425,1.09211397767067,1,1.09211397767067,10425,0.191099711918521,1,0.191099711918521,10425,0.666666667,1,0.666666667,10425,0.0013,1,0.0013
"14942",14,14942,0.024621315766126,0,0,14942,-0.210923604869064,0,0,14942,0.357142857,0,0,14942,0,0,0
"14352",10,14352,0.162694769538939,0,0,14352,-0.108654437507423,1,-0.108654437507423,14352,0.1,0,0,14352,0,0,0
"14421",10,14421,0.047209734718005,0,0,14421,-0.260356508568637,0,0,14421,0,0,0,14421,0,0,0
"15694",27,15694,1.09034945964813,1,1.09034945964813,15694,0.221085164533898,1,0.221085164533898,15694,0.333333333,0,0,15694,0,0,0
"16132",14,16132,0.59623809508048,1,0.59623809508048,16132,0.0397639657993849,1,0.0397639657993849,16132,0.428571429,0,0,16132,0,0,0
"15914",27,15914,0.964029133319855,1,0.964029133319855,15914,0.21046034659946,1,0.21046034659946,15914,0.222222222,0,0,15914,0,0,0
"13105",16,13105,0.58003287166357,1,0.58003287166357,13105,0.0450426420687413,1,0.0450426420687413,13105,0.4375,0,0,13105,0,0,0
"11079",20,11079,0.389550638198853,0,0,11079,-0.203712409675131,0,0,11079,0.35,0,0,11079,0,0,0
"10166",12,10166,0.251920279860497,0,0,10166,-0.242293987513104,0,0,10166,0.083333333,0,0,10166,0,0,0
"15993",13,15993,0.00563588620571,0,0,15993,-0.254662137922237,0,0,15993,0.153846154,0,0,15993,0,0,0
"15234",6,15234,0.087629855982959,0,0,15234,-0.244446537213604,0,0,15234,0,0,0,15234,0,0,0
"15474",27,15474,3.3775591691335,1,3.3775591691335,15474,1.32191341095641,1,1.32191341095641,15474,0.444444444,0,0,15474,0.9972,1,0.9972
"15977",4,15977,0.062968589924276,0,0,15977,-0.267241381274817,0,0,15977,0.5,0,0,15977,0,0,0
"14082",10,14082,0.007487537401418,0,0,14082,-0.285616104195308,0,0,14082,0.3,0,0,14082,0,0,0
"10161",15,10161,2.26177443476284,1,2.26177443476284,10161,0.458037066343551,1,0.458037066343551,10161,0.6,1,0.6,10161,0,0,0
"10548",15,10548,2.0274328649044,1,2.0274328649044,10548,0.312143606866669,1,0.312143606866669,10548,0.8,1,0.8,10548,0.919,1,0.919
"16130",14,16130,0.018049458460882,0,0,16130,-0.249317642819608,0,0,16130,0.214285714,0,0,16130,0,0,0
"15336",6,15336,0.427842864766717,1,0.427842864766717,15336,-0.138137694276115,0,0,15336,0.333333333,0,0,15336,0,0,0
"13548",10,13548,0.000205282458546,0,0,13548,-0.287181221439374,0,0,13548,0,0,0,13548,0,0,0
"16827",15,16827,0.020381056470796,0,0,16827,-0.252164367015166,0,0,16827,0.4,0,0,16827,0,0,0
"15917",27,15917,5.7437672217687,1,5.7437672217687,15917,1.61317920680241,1,1.61317920680241,15917,0.518518519,1,0.518518519,15917,0.9995,1,0.9995
"16915",15,16915,0.205337690287515,0,0,16915,-0.154758335665855,0,0,16915,0.666666667,1,0.666666667,16915,0,0,0
"16724",13,16724,0.088415792770684,0,0,16724,-0.267783626619218,0,0,16724,0.461538462,0,0,16724,0,0,0
"13398",16,13398,0.031846681982279,0,0,13398,-0.280723572337874,0,0,13398,0.0625,0,0,13398,0,0,0
"15476",27,15476,2.31570581793785,1,2.31570581793785,15476,1.04742834830568,1,1.04742834830568,15476,0.333333333,0,0,15476,0,0,0
"9905",7,9905,0.000854154617571,0,0,9905,-0.286704702803386,0,0,9905,0,0,0,9905,0,0,0
"15219",4,15219,0.089253175584599,0,0,15219,-0.165637895310222,0,0,15219,0.25,0,0,15219,0,0,0
"14337",14,14337,0.002206417889101,0,0,14337,-0.286417148454082,0,0,14337,0.071428571,0,0,14337,0,0,0
"13534",16,13534,0.01874661723789,0,0,13534,-0.278213633660382,0,0,13534,0,0,0,13534,0,0,0
"8549",6,8549,0.011530771339312,0,0,8549,-0.254170848423971,0,0,8549,0.166666667,0,0,8549,0,0,0
"10994",20,10994,0.090722834815582,0,0,10994,-0.232755398954781,0,0,10994,0.2,0,0,10994,0,0,0
"10962",17,10962,0.043737780426939,0,0,10962,-0.269385715136766,0,0,10962,0.058823529,0,0,10962,0,0,0
"15270",27,15270,7.7122599363327,1,7.7122599363327,15270,1.96851926303371,1,1.96851926303371,15270,0.777777778,1,0.777777778,15270,1,1,1
"15536",4,15536,1.62209184964498,1,1.62209184964498,15536,0.230167133015857,1,0.230167133015857,15536,0.75,1,0.75,15536,7e-04,1,7e-04
"16134",14,16134,0.625489580631256,1,0.625489580631256,16134,0.164909622354529,1,0.164909622354529,16134,0.5,0,0,16134,0,0,0
"10459",20,10459,0.067700724303722,0,0,10459,-0.23209036994584,0,0,10459,0.3,0,0,10459,0,0,0
"14767",14,14767,1.23271113634109,1,1.23271113634109,14767,0.0764106180820585,1,0.0764106180820585,14767,0.642857143,1,0.642857143,14767,0.9332,1,0.9332
"11068",5,11068,0.703611608346303,1,0.703611608346303,11068,-0.0307032814570661,1,-0.0307032814570661,11068,0.4,0,0,11068,0,0,0
"10796",20,10796,0.033939888204137,0,0,10796,-0.243394619896591,0,0,10796,0.2,0,0,10796,0,0,0
"8547",6,8547,0.275110585801303,0,0,8547,-0.249515709599897,0,0,8547,0.666666667,1,0.666666667,8547,0,0,0
"15635",4,15635,0.040234913014703,0,0,15635,-0.271977812199773,0,0,15635,0.5,0,0,15635,0,0,0
"13556",15,13556,0,0,0,13556,-0.25692574280677,0,0,13556,0,0,0,13556,0,0,0
"10865",17,10865,0.082203060033776,0,0,10865,-0.216378288982612,0,0,10865,0.117647059,0,0,10865,0,0,0
"15753",4,15753,0.225432211326228,0,0,15753,-0.194255979502323,0,0,15753,0.5,0,0,15753,0,0,0
"15807",27,15807,4.5480755507946,1,4.5480755507946,15807,2.89148563495384,1,2.89148563495384,15807,0.333333333,0,0,15807,0.9957,1,0.9957
"10317",6,10317,2.01539603099227,1,2.01539603099227,10317,0.491589899021361,1,0.491589899021361,10317,1,1,1,10317,0,0,0
"11627",17,11627,0.802715293566386,1,0.802715293566386,11627,0.00651103254834992,1,0.00651103254834992,11627,0.588235294,1,0.588235294,11627,0.0161,1,0.0161
"13710",20,13710,0.049608621187508,0,0,13710,-0.222691588609859,0,0,13710,0.15,0,0,13710,0,0,0
"10187",6,10187,1.31466934283574,1,1.31466934283574,10187,-0.0474757143732274,1,-0.0474757143732274,10187,1,1,1,10187,0.9668,1,0.9668
"11979",17,11979,0.039513228254186,0,0,11979,-0.270938508623005,0,0,11979,0.058823529,0,0,11979,0,0,0
"14538",10,14538,0.027066426328383,0,0,14538,-0.16473028507923,0,0,14538,0.1,0,0,14538,0,0,0
"11671",20,11671,0.105958595126867,0,0,11671,-0.220079030436838,0,0,11671,0.6,1,0.6,11671,0,0,0
"15529",4,15529,0.094407809800223,0,0,15529,-0.262221503919834,0,0,15529,0.75,1,0.75,15529,0,0,0
"16210",12,16210,0.552652736008167,1,0.552652736008167,16210,-0.0113957809398412,1,-0.0113957809398412,16210,0.833333333,1,0.833333333,16210,0,0,0
"13689",10,13689,0.00123863434128,0,0,13689,-0.287160681842996,0,0,13689,0.1,0,0,13689,0,0,0
"15803",27,15803,10.3320132374763,1,10.3320132374763,15803,4.65774155523707,1,4.65774155523707,15803,0.407407407,0,0,15803,0.9998,1,0.9998
"14979",4,14979,0.310738187469542,0,0,14979,-0.0201077305914569,1,-0.0201077305914569,14979,0.25,0,0,14979,0,0,0
"17197",13,17197,0.072328684665263,0,0,17197,-0.257292000788918,0,0,17197,0.538461538,1,0.538461538,17197,0,0,0
"12963",16,12963,0.423431180107097,1,0.423431180107097,12963,0.149771983485141,1,0.149771983485141,12963,0,0,0,12963,0,0,0
"15139",4,15139,0.171202551377447,0,0,15139,-0.218853102436493,0,0,15139,0.5,0,0,15139,0,0,0
"17496",14,17496,0.070756948490938,0,0,17496,-0.223407861149386,0,0,17496,0.357142857,0,0,17496,0,0,0
"15428",4,15428,0.277806539088488,0,0,15428,-0.156758892353152,0,0,15428,0.75,1,0.75,15428,0,0,0
"14880",14,14880,0.057192278560251,0,0,14880,-0.256663489139726,0,0,14880,0.428571429,0,0,14880,0,0,0
"15688",27,15688,6.92817571163178,1,6.92817571163178,15688,4.99405017370654,1,4.99405017370654,15688,0.296296296,0,0,15688,0.9975,1,0.9975
"8832",6,8832,0.484376453111569,1,0.484376453111569,8832,0.409924463819179,1,0.409924463819179,8832,0.666666667,1,0.666666667,8832,0,0,0
"16932",15,16932,0.033372976537794,0,0,16932,-0.276714243124728,0,0,16932,0.266666667,0,0,16932,0,0,0
"14313",10,14313,0.014145399676636,0,0,14313,-0.247664706189928,0,0,14313,0,0,0,14313,0,0,0
"9353",6,9353,4.39406365553538,1,4.39406365553538,9353,1.60021050564882,1,1.60021050564882,9353,1,1,1,9353,0.9843,1,0.9843
"16027",27,16027,2.95136481172898,1,2.95136481172898,16027,0.704077839216793,1,0.704077839216793,16027,0.518518519,1,0.518518519,16027,0.9977,1,0.9977
"10447",6,10447,0.011317141912878,0,0,10447,-0.21915496101898,0,0,10447,0.333333333,0,0,10447,0,0,0
"13672",16,13672,0.327557601531347,0,0,13672,-0.140881784352325,0,0,13672,0.125,0,0,13672,0,0,0
"14323",10,14323,0.000274613647267,0,0,14323,-0.222059521978513,0,0,14323,0,0,0,14323,0,0,0
"14807",15,14807,0.002247438000803,0,0,14807,-0.25596152977279,0,0,14807,0.066666667,0,0,14807,0,0,0
"15056",6,15056,0.410333401337266,1,0.410333401337266,15056,-0.0808053449144529,1,-0.0808053449144529,15056,0,0,0,15056,0,0,0
"11740",17,11740,0.029272441069285,0,0,11740,-0.263141677837605,0,0,11740,0.058823529,0,0,11740,0,0,0
"17028",14,17028,0.173697250150144,0,0,17028,-0.174164146324563,0,0,17028,0.428571429,0,0,17028,0,0,0
"9634",7,9634,0.208767554288109,0,0,9634,-0.0859712273931913,1,-0.0859712273931913,9634,0.428571429,0,0,9634,0,0,0
"13297",20,13297,0.061497024074197,0,0,13297,-0.261268466647857,0,0,13297,0.25,0,0,13297,0,0,0
"9605",15,9605,1.3265390753746,1,1.3265390753746,9605,0.149040542951536,1,0.149040542951536,9605,0.6,1,0.6,9605,0.936,1,0.936
"12251",17,12251,0.025072037917562,0,0,12251,-0.268436785784064,0,0,12251,0,0,0,12251,0,0,0
"15221",4,15221,0.207566836946889,0,0,15221,-0.195710182925943,0,0,15221,0.25,0,0,15221,0,0,0
"15976",4,15976,0.03235559395204,0,0,15976,-0.233219876642788,0,0,15976,0.25,0,0,15976,0,0,0
"13814",10,13814,0.004186268273043,0,0,13814,-0.285295686491799,0,0,13814,0.2,0,0,13814,0,0,0
"17120",13,17120,0.477534244954586,1,0.477534244954586,17120,-0.157243626827692,0,0,17120,0.692307692,1,0.692307692,17120,0,0,0
"13568",20,13568,0.114240229129791,0,0,13568,-0.15956905899879,0,0,13568,0.25,0,0,13568,0,0,0
"15581",27,15581,5.83532694578171,1,5.83532694578171,15581,1.89252976037951,1,1.89252976037951,15581,0.518518519,1,0.518518519,15581,0.9998,1,0.9998
"15687",27,15687,4.90607270002365,1,4.90607270002365,15687,1.85926474330256,1,1.85926474330256,15687,0.555555556,1,0.555555556,15687,0.9995,1,0.9995
"10682",4,10682,0.026132354636987,0,0,10682,-0.213080824413826,0,0,10682,0.75,1,0.75,10682,0,0,0
"15140",4,15140,0.193051277473569,0,0,15140,-0.188593467419228,0,0,15140,0.5,0,0,15140,0,0,0
"17372",27,17372,5.20144956111908,1,5.20144956111908,17372,3.02359789673921,1,3.02359789673921,17372,0.666666667,1,0.666666667,17372,0.9941,1,0.9941
"15633",4,15633,0.012216242491903,0,0,15633,-0.209211609996931,0,0,15633,0,0,0,15633,0,0,0
"17281",14,17281,0.078425380960107,0,0,17281,-0.260385264003568,0,0,17281,0.428571429,0,0,17281,0,0,0
"12274",13,12274,0.714724708348513,1,0.714724708348513,12274,-0.0755042490785453,1,-0.0755042490785453,12274,0.769230769,1,0.769230769,12274,0,0,0
"13269",10,13269,0.000625745394102,0,0,13269,-0.25669616827487,0,0,13269,0,0,0,13269,0,0,0
"11139",17,11139,0.024199755307766,0,0,11139,-0.273259483013811,0,0,11139,0,0,0,11139,0,0,0
"8828",7,8828,0.10701816594776,0,0,8828,-0.243842673080067,0,0,8828,0.571428571,1,0.571428571,8828,0,0,0
"13432",20,13432,0.107057698629797,0,0,13432,-0.238325737492716,0,0,13432,0.2,0,0,13432,0,0,0
"9892",15,9892,0.153268583863974,0,0,9892,-0.245128451813381,0,0,9892,0.066666667,0,0,9892,0,0,0
"15136",4,15136,0.049343249108642,0,0,15136,-0.242223789783901,0,0,15136,0.25,0,0,15136,0,0,0
"16833",15,16833,0.005235524925714,0,0,16833,-0.254712644319255,0,0,16833,0.2,0,0,16833,0,0,0
"9904",7,9904,0.00031325117446,0,0,9904,-0.28718532935865,0,0,9904,0,0,0,9904,0,0,0
"16096",4,16096,11.1882511675358,1,11.1882511675358,16096,1.96571091579606,1,1.96571091579606,16096,0.75,1,0.75,16096,0.4109,1,0.4109
"8396",7,8396,0.006429405624901,0,0,8396,-0.218126704036956,0,0,8396,0,0,0,8396,0,0,0
"10029",15,10029,0.087461945943927,0,0,10029,-0.221134095323645,0,0,10029,0.066666667,0,0,10029,0,0,0
"14086",10,14086,0.004485632583965,0,0,14086,-0.220246821525666,0,0,14086,0.2,0,0,14086,0,0,0
"11364",20,11364,0.017753944297632,0,0,11364,-0.248592187298804,0,0,11364,0.15,0,0,11364,0,0,0
"10961",17,10961,0.075914307869971,0,0,10961,-0.269574679423451,0,0,10961,0.117647059,0,0,10961,0,0,0
"10767",17,10767,0.150246756151319,0,0,10767,-0.24073708610759,0,0,10767,0.058823529,0,0,10767,0,0,0
"16109",13,16109,0.001891835140722,0,0,16109,-0.255585027540475,0,0,16109,0.076923077,0,0,16109,0,0,0
"11006",20,11006,0.015321036554216,0,0,11006,-0.245396509814758,0,0,11006,0.15,0,0,11006,0,0,0
"16721",13,16721,0.176829673349857,0,0,16721,-0.1628828315593,0,0,16721,0.692307692,1,0.692307692,16721,0,0,0
"15640",4,15640,0.170143733173609,0,0,15640,-0.233807026289376,0,0,15640,0.5,0,0,15640,0,0,0
"12252",17,12252,0.010373346655009,0,0,12252,-0.279967715191133,0,0,12252,0,0,0,12252,0,0,0
"11517",29,11517,0.060135280784258,0,0,11517,-0.197594500782563,0,0,11517,0,0,0,11517,0,0,0
"10912",10,10912,0.003827912983252,0,0,10912,-0.220957060884383,0,0,10912,0,0,0,10912,0,0,0
"8955",7,8955,0.003267718789478,0,0,8955,-0.286006356526506,0,0,8955,0.285714286,0,0,8955,0,0,0
"14985",6,14985,0.719587400555611,1,0.719587400555611,14985,-0.0105580453287208,1,-0.0105580453287208,14985,0.5,0,0,14985,0,0,0
"15538",4,15538,2.61045618057251,1,2.61045618057251,15538,0.594191011468497,1,0.594191011468497,15538,0.5,0,0,15538,0.9976,1,0.9976
"10958",17,10958,0.617885338142514,1,0.617885338142514,10958,-0.101742854494229,1,-0.101742854494229,10958,0.470588235,0,0,10958,0.0066,1,0.0066
"14686",10,14686,0.007214106888951,0,0,14686,-0.255548295615371,0,0,14686,0,0,0,14686,0,0,0
"8695",6,8695,2.05874437838793,1,2.05874437838793,8695,0.473145341473182,1,0.473145341473182,8695,1,1,1,8695,0,0,0
"10026",15,10026,1.50604196389516,1,1.50604196389516,10026,0.366417490769565,1,0.366417490769565,10026,0.666666667,1,0.666666667,10026,0.2367,1,0.2367
"14424",10,14424,0.021630999570092,0,0,14424,-0.25298165234873,0,0,14424,0,0,0,14424,0,0,0
"8953",7,8953,0.001046239864081,0,0,8953,-0.220782151191565,0,0,8953,0,0,0,8953,0,0,0
"10316",6,10316,0.071988523937762,0,0,10316,-0.256207510100116,0,0,10316,0.166666667,0,0,10316,0,0,0
"12826",21,12826,0.000159508289064,0,0,12826,-0.287193545197202,0,0,12826,0,0,0,12826,0,0,0
"15812",27,15812,8.35888665517171,1,8.35888665517171,15812,3.53769830830496,1,3.53769830830496,15812,0.740740741,1,0.740740741,15812,0.9996,1,0.9996
